loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN008192,CUST09439,Vehicle,Secured,352092.59,10.82,36,11497.07,2018-01-29,2021-01-13,Monthly,Active,152,275216.38,683332.69,4,20568.26,LO172,BR45,True
LOAN008193,CUST08217,Travel,Secured,513997.89,11.8,12,45620.01,2021-12-06,2022-12-01,Monthly,Closed,122,314369.83,829883.98,8,40544.2,LO148,BR27,True
LOAN008194,CUST05303,Travel,Secured,187320.08,16.88,36,6667.29,2020-07-22,2023-07-07,Monthly,Active,63,132768.48,267704.89,19,24785.34,LO106,BR32,True
LOAN008195,CUST02943,Home,Unsecured,662647.69,11.67,84,11580.92,2021-12-13,2028-11-06,Quarterly,Defaulted,108,462616.37,1266942.53,19,19219.7,LO186,BR50,True
LOAN008196,CUST03896,Personal,Secured,481282.9,17.31,24,23867.47,2022-09-16,2024-09-05,Monthly,Closed,54,2670.61,170585.45,3,35456.25,LO149,BR14,True
LOAN008197,CUST00172,Personal,Unsecured,267864.3,8.84,36,8498.08,2019-06-26,2022-06-10,Quarterly,Active,79,158596.02,247939.21,12,33867.44,LO155,BR39,False
LOAN008198,CUST07063,Medical,Secured,232838.88,10.9,36,7611.82,2023-06-22,2026-06-06,Monthly,Closed,196,172600.84,81422.28,7,30093.29,LO107,BR27,True
LOAN008199,CUST05702,Personal,Secured,478432.88,13.06,120,7160.46,2022-08-22,2032-06-30,Monthly,Active,225,145132.14,709387.87,16,29883.54,LO157,BR23,False
LOAN008200,CUST07803,Personal,Secured,408088.91,10.62,120,5534.0,2020-08-25,2030-07-04,Monthly,Active,139,206551.69,693766.41,13,30580.39,LO190,BR43,True
LOAN008201,CUST04240,Personal,Unsecured,197454.9,9.35,12,17299.79,2018-02-28,2019-02-23,Monthly,Closed,58,77501.2,340430.75,8,28960.52,LO155,BR45,True
LOAN008202,CUST08387,Wedding,Unsecured,58913.79,21.57,60,1612.76,2018-05-24,2023-04-28,Quarterly,Active,96,29820.47,50540.99,19,1781.16,LO152,BR14,False
LOAN008203,CUST00139,Education,Secured,60603.07,16.67,84,1226.94,2023-07-01,2030-05-25,Quarterly,Active,147,56707.39,95834.19,4,14213.32,LO134,BR43,True
LOAN008204,CUST03735,Vehicle,Secured,683591.52,6.83,60,13481.17,2022-04-14,2027-03-19,Quarterly,Defaulted,111,327663.37,1307683.97,7,26648.99,LO162,BR11,False
LOAN008205,CUST01639,Wedding,Unsecured,146795.64,9.4,180,1524.03,2020-07-28,2035-05-11,Monthly,Closed,223,47577.91,181674.12,5,44086.72,LO111,BR26,True
LOAN008206,CUST00232,Personal,Unsecured,110737.56,16.73,60,2736.06,2020-02-03,2025-01-07,Monthly,Active,208,84361.11,188864.67,8,1191.69,LO118,BR12,False
LOAN008207,CUST06554,Education,Unsecured,249777.43,11.99,84,4407.92,2021-08-25,2028-07-19,Monthly,Closed,163,177525.05,387544.23,0,43481.6,LO134,BR10,True
LOAN008208,CUST05172,Education,Unsecured,322660.48,14.4,48,8882.05,2019-07-16,2023-06-25,Quarterly,Closed,166,130996.34,205624.18,9,26441.17,LO126,BR47,False
LOAN008209,CUST01596,Vehicle,Unsecured,148873.1,18.9,36,5449.57,2023-02-19,2026-02-03,Monthly,Closed,227,118003.81,271912.31,6,34843.61,LO137,BR31,False
LOAN008210,CUST04448,Personal,Secured,50411.73,8.29,180,490.24,2020-09-27,2035-07-11,Monthly,Active,139,211.5,85097.36,15,30428.84,LO193,BR35,False
LOAN008211,CUST06991,Medical,Secured,201107.29,16.44,12,18288.54,2022-12-07,2023-12-02,Monthly,Active,4,187720.68,96779.83,10,25406.16,LO194,BR23,False
LOAN008212,CUST09279,Education,Unsecured,110878.1,14.09,84,2083.37,2022-04-30,2029-03-24,Monthly,Active,128,74360.49,16602.78,13,3175.77,LO151,BR50,True
LOAN008213,CUST04694,Wedding,Unsecured,95348.31,10.0,84,1582.89,2023-06-13,2030-05-07,Monthly,Closed,110,61563.77,97139.9,16,14758.81,LO182,BR46,False
LOAN008214,CUST03878,Medical,Secured,503730.6,11.49,180,5881.33,2020-11-25,2035-09-08,Quarterly,Active,105,380776.3,203094.77,2,33349.66,LO171,BR29,False
LOAN008215,CUST07123,Personal,Unsecured,90537.28,6.94,60,1790.18,2024-02-29,2029-02-02,Quarterly,Defaulted,1,21532.21,89151.99,11,28264.87,LO128,BR26,True
LOAN008216,CUST07530,Medical,Secured,452789.43,21.71,60,12431.01,2024-02-24,2029-01-28,Monthly,Defaulted,238,75322.03,793259.66,4,25980.58,LO133,BR31,False
LOAN008217,CUST08831,Wedding,Secured,406808.71,8.48,24,18488.04,2018-12-30,2020-12-19,Monthly,Closed,190,350199.4,57988.04,19,9758.59,LO167,BR24,False
LOAN008218,CUST06784,Wedding,Unsecured,255277.59,18.07,180,4123.91,2020-08-06,2035-05-20,Monthly,Under Review,173,235079.7,73458.06,2,24644.18,LO141,BR19,False
LOAN008219,CUST09499,Education,Secured,727916.0,13.29,84,13357.25,2024-06-26,2031-05-21,Monthly,Active,198,424439.22,249993.76,9,452.24,LO137,BR20,True
LOAN008220,CUST07970,Personal,Secured,582516.1,13.76,36,19841.19,2019-01-23,2022-01-07,Monthly,Active,237,276945.59,976549.91,8,120.51,LO175,BR15,True
LOAN008221,CUST06947,Personal,Secured,77311.06,15.68,120,1279.69,2021-01-28,2030-12-07,Monthly,Closed,24,62690.38,13453.81,2,9356.94,LO158,BR41,False
LOAN008222,CUST06505,Vehicle,Secured,282599.27,20.63,84,6383.1,2019-08-23,2026-07-17,Monthly,Under Review,123,192539.87,175642.69,1,33993.03,LO143,BR43,False
LOAN008223,CUST07768,Home,Unsecured,241870.49,15.19,12,21852.51,2018-02-02,2019-01-28,Monthly,Active,224,86811.3,18712.42,2,40978.93,LO113,BR26,False
LOAN008224,CUST01855,Medical,Secured,710143.93,18.94,24,35776.68,2020-08-04,2022-07-25,Bi-Annual,Active,74,32577.86,1096899.89,0,46534.02,LO187,BR15,False
LOAN008225,CUST08514,Home,Secured,56789.91,19.55,60,1490.4,2023-08-06,2028-07-10,Monthly,Active,132,22916.6,72778.78,11,6021.14,LO142,BR31,False
LOAN008226,CUST05264,Personal,Secured,278253.56,16.57,180,4197.82,2022-01-24,2036-11-06,Monthly,Closed,157,194739.18,102477.43,12,9367.89,LO162,BR15,False
LOAN008227,CUST06001,Personal,Secured,300115.57,16.4,180,4491.78,2022-05-29,2037-03-11,Monthly,Active,108,247351.64,138316.27,13,34348.06,LO176,BR35,False
LOAN008228,CUST01150,Personal,Unsecured,668108.99,19.87,36,24785.09,2021-06-24,2024-06-08,Monthly,Closed,216,35764.49,158165.92,4,42778.1,LO166,BR36,False
LOAN008229,CUST06074,Home,Unsecured,315857.15,7.29,24,14183.3,2018-09-14,2020-09-03,Quarterly,Defaulted,111,187124.78,324110.03,14,19468.62,LO105,BR16,True
LOAN008230,CUST00712,Personal,Unsecured,363832.51,16.37,60,8919.39,2021-06-20,2026-05-25,Monthly,Active,183,23436.74,71628.05,18,21026.05,LO103,BR41,False
LOAN008231,CUST07101,Personal,Unsecured,1000068.22,14.58,24,48290.63,2020-10-13,2022-10-03,Quarterly,Active,45,5448.03,334981.25,12,41886.19,LO140,BR33,False
LOAN008232,CUST03983,Personal,Secured,207194.44,10.62,36,6746.06,2018-10-14,2021-09-28,Monthly,Active,140,188380.85,205969.44,5,15499.05,LO165,BR46,False
LOAN008233,CUST04839,Wedding,Unsecured,282339.37,18.62,12,25968.25,2021-05-02,2022-04-27,Monthly,Closed,36,78962.12,414768.39,13,46540.88,LO129,BR37,False
LOAN008234,CUST08771,Personal,Secured,391850.51,11.1,180,4478.4,2018-04-29,2033-02-09,Quarterly,Under Review,97,85523.32,220648.65,19,41863.75,LO118,BR22,False
LOAN008235,CUST03612,Vehicle,Unsecured,119395.29,18.58,240,1896.1,2019-02-21,2038-11-08,Monthly,Active,15,13508.94,53363.79,13,32626.09,LO154,BR15,False
LOAN008236,CUST03917,Home,Secured,82920.95,20.64,84,1873.45,2020-08-18,2027-07-13,Monthly,Closed,195,62809.75,125161.81,4,26892.37,LO182,BR23,True
LOAN008237,CUST03513,Education,Secured,345479.87,15.37,12,31242.78,2023-12-04,2024-11-28,Bi-Annual,Closed,29,85325.34,174673.14,11,20037.59,LO174,BR36,False
LOAN008238,CUST01284,Home,Unsecured,286203.8,,12,26370.1,2024-04-16,2025-04-11,Monthly,Closed,76,228488.99,,,,LO160,BR27,True
LOAN008239,CUST07781,Personal,Secured,1171495.16,10.54,12,103287.49,2023-04-16,2024-04-10,Quarterly,Closed,122,208147.95,1208652.43,18,32778.82,LO181,BR22,True
LOAN008240,CUST04584,Personal,Secured,220349.46,8.92,36,6998.85,2024-04-16,2027-04-01,Monthly,Under Review,86,8372.24,222972.24,10,35141.93,LO130,BR47,False
LOAN008241,CUST04976,Travel,Secured,379132.18,,60,9077.34,2021-06-18,2026-05-23,Monthly,Active,223,198478.32,,,,LO151,BR35,True
LOAN008242,CUST01099,Vehicle,Unsecured,106863.8,,84,1949.88,2019-10-25,2026-09-18,Quarterly,Active,97,54890.17,,,,LO106,BR21,True
LOAN008243,CUST07051,Education,Unsecured,176391.17,13.07,24,8391.76,2022-02-16,2024-02-06,Monthly,Active,63,124199.52,340761.47,17,47164.42,LO155,BR16,False
LOAN008244,CUST04160,Home,Unsecured,965102.75,8.48,120,11955.57,2020-09-13,2030-07-23,Monthly,Active,215,593370.38,901108.15,6,3207.18,LO129,BR50,True
LOAN008245,CUST00382,Home,Unsecured,98126.41,21.03,180,1798.51,2020-04-07,2035-01-19,Quarterly,Closed,181,42330.07,82332.77,1,47340.39,LO194,BR48,False
LOAN008246,CUST01036,Home,Secured,443530.14,8.18,24,20096.1,2023-03-08,2025-02-25,Monthly,Closed,150,163713.53,83693.18,8,23502.23,LO107,BR41,False
LOAN008247,CUST07768,Wedding,Unsecured,752037.41,11.02,36,24627.86,2019-02-28,2022-02-12,Bi-Annual,Active,20,610609.61,621570.62,12,45389.72,LO109,BR34,True
LOAN008248,CUST06739,Business,Secured,235987.89,13.82,48,6427.43,2023-10-09,2027-09-18,Monthly,Closed,83,215702.64,351831.88,9,46382.33,LO156,BR26,False
LOAN008249,CUST07395,Home,Unsecured,113261.9,18.02,24,5655.59,2020-11-12,2022-11-02,Monthly,Active,202,61600.62,47052.83,1,5579.44,LO177,BR13,False
LOAN008250,CUST05140,Home,Unsecured,665691.47,16.23,48,18944.39,2020-02-07,2024-01-17,Monthly,Under Review,95,550211.92,893589.25,18,34808.61,LO166,BR22,False
LOAN008251,CUST07692,Business,Unsecured,590591.6,7.62,240,4801.19,2024-01-04,2043-09-21,Monthly,Active,231,399171.43,883636.93,4,13871.51,LO180,BR48,False
LOAN008252,CUST07984,Education,Secured,261984.74,7.2,120,3068.94,2021-02-28,2031-01-07,Monthly,Closed,154,10737.68,326467.64,7,33239.46,LO119,BR24,True
LOAN008253,CUST02919,Personal,Unsecured,404526.7,15.35,36,14092.48,2018-02-18,2021-02-02,Monthly,Active,228,256193.95,789637.11,18,8973.48,LO191,BR19,False
LOAN008254,CUST03455,Home,Unsecured,164127.67,6.69,120,1879.54,2024-01-08,2033-11-16,Monthly,Active,155,20946.13,143807.43,6,20631.18,LO111,BR39,False
LOAN008255,CUST08712,Medical,Unsecured,162722.71,15.23,36,5659.18,2023-12-24,2026-12-08,Monthly,Active,187,88900.12,99939.17,6,4468.05,LO195,BR18,False
LOAN008256,CUST07683,Personal,Secured,270325.76,9.32,12,23680.52,2023-09-06,2024-08-31,Bi-Annual,Closed,92,160714.06,18731.17,11,1446.99,LO105,BR38,False
LOAN008257,CUST06193,Education,Unsecured,264370.21,9.45,60,5545.81,2022-02-11,2027-01-16,Monthly,Active,154,4574.63,130455.4,5,28334.0,LO178,BR50,True
LOAN008258,CUST08942,Travel,Secured,92342.51,9.28,180,952.04,2022-08-13,2037-05-26,Monthly,Active,62,66695.18,130191.59,8,35056.49,LO143,BR33,False
LOAN008259,CUST01191,Personal,Unsecured,160750.41,18.51,36,5852.72,2020-06-27,2023-06-12,Monthly,Active,57,88726.7,98317.49,13,27492.71,LO179,BR14,True
LOAN008260,CUST03003,Personal,Unsecured,101107.85,13.85,24,4847.32,2023-08-18,2025-08-07,Monthly,Defaulted,13,68588.02,62374.96,19,34730.64,LO122,BR28,False
LOAN008261,CUST05958,Personal,Secured,523953.01,9.81,240,4990.48,2018-02-03,2037-10-21,Monthly,Active,47,204087.11,742801.03,14,14072.93,LO163,BR19,False
LOAN008262,CUST02594,Home,Unsecured,389288.13,7.48,60,7796.84,2020-01-20,2024-12-24,Monthly,Active,125,150231.11,450130.39,4,19152.04,LO170,BR16,False
LOAN008263,CUST00662,Education,Secured,382821.63,13.38,120,5802.06,2024-02-11,2033-12-20,Bi-Annual,Closed,54,199445.68,329957.53,5,39096.32,LO131,BR26,True
LOAN008264,CUST06111,Personal,Unsecured,26814.45,14.7,12,2416.43,2021-10-06,2022-10-01,Monthly,Closed,109,12723.9,3213.28,13,39122.79,LO191,BR31,True
LOAN008265,CUST09483,Business,Unsecured,103818.03,15.7,12,9404.77,2019-09-01,2020-08-26,Monthly,Active,45,86771.05,27957.14,1,37464.4,LO194,BR28,False
LOAN008266,CUST00706,Education,Unsecured,348062.4,7.85,60,7032.49,2018-10-10,2023-09-14,Monthly,Active,30,141623.58,316206.95,3,28325.94,LO129,BR38,False
LOAN008267,CUST02748,Home,Secured,732846.52,12.3,36,24446.13,2019-09-15,2022-08-30,Monthly,Active,64,539092.58,863497.73,11,2591.49,LO122,BR43,False
LOAN008268,CUST01304,Personal,Secured,368361.23,11.84,36,12206.73,2018-07-29,2021-07-13,Monthly,Active,16,353838.41,292409.33,1,22418.86,LO168,BR14,True
LOAN008269,CUST08263,Home,Unsecured,459697.38,11.61,84,8019.35,2018-07-20,2025-06-13,Quarterly,Defaulted,111,340739.09,217589.42,8,6170.68,LO142,BR37,False
LOAN008270,CUST00564,Personal,Unsecured,418093.39,20.27,12,38783.92,2021-03-20,2022-03-15,Quarterly,Closed,102,49394.64,704467.69,18,5044.78,LO179,BR43,False
LOAN008271,CUST09780,Personal,Unsecured,385576.28,12.12,180,4657.37,2019-01-07,2033-10-20,Monthly,Closed,210,321950.52,554197.0,3,9286.44,LO192,BR47,True
LOAN008272,CUST09941,Personal,Secured,256939.73,16.38,120,4365.12,2022-07-14,2032-05-22,Monthly,Closed,51,223776.71,464075.77,9,5780.98,LO189,BR35,False
LOAN008273,CUST07200,Travel,Secured,123188.24,20.18,120,2395.4,2020-12-29,2030-11-07,Monthly,Active,84,39215.47,226035.43,16,8466.29,LO148,BR32,True
LOAN008274,CUST08620,Home,Unsecured,540047.88,6.57,60,10584.37,2024-03-20,2029-02-22,Bi-Annual,Active,191,224317.17,707880.72,12,4900.32,LO171,BR32,False
LOAN008275,CUST09452,Travel,Unsecured,434984.76,17.99,84,9139.89,2022-01-13,2028-12-07,Bi-Annual,Active,203,130098.45,343016.48,6,45538.43,LO129,BR19,False
LOAN008276,CUST02355,Vehicle,Secured,372455.51,,180,5624.23,2019-01-16,2033-10-29,Monthly,Closed,37,351028.47,,,,LO133,BR12,False
LOAN008277,CUST00943,Home,Unsecured,327624.2,20.61,180,5902.24,2022-02-15,2036-11-28,Monthly,Defaulted,161,66243.39,42442.27,16,49280.33,LO140,BR44,True
LOAN008278,CUST04769,Home,Unsecured,157322.06,13.55,120,2400.3,2021-12-12,2031-10-21,Quarterly,Active,154,59695.52,36615.13,15,36886.75,LO114,BR35,True
LOAN008279,CUST00984,Medical,Unsecured,698093.09,21.33,12,65112.7,2024-05-13,2025-05-08,Monthly,Closed,146,218637.56,364492.5,1,32778.05,LO109,BR21,False
LOAN008280,CUST08950,Home,Secured,64297.53,13.71,48,1747.69,2022-07-19,2026-06-28,Monthly,Defaulted,119,1485.41,21428.92,11,43306.81,LO154,BR12,True
LOAN008281,CUST03191,Personal,Unsecured,222232.2,7.51,180,2061.38,2020-12-07,2035-09-20,Monthly,Defaulted,170,167134.38,51773.11,19,43367.86,LO189,BR38,True
LOAN008282,CUST09254,Medical,Unsecured,668386.53,18.39,60,17114.75,2024-01-23,2028-12-27,Bi-Annual,Active,176,264695.33,603023.94,5,7197.28,LO109,BR34,False
LOAN008283,CUST00753,Travel,Unsecured,243942.13,6.87,24,10907.55,2023-05-08,2025-04-27,Bi-Annual,Active,205,164554.06,263359.04,0,20293.62,LO189,BR37,True
LOAN008284,CUST04260,Vehicle,Secured,248430.4,21.48,84,5740.2,2018-05-10,2025-04-03,Quarterly,Active,219,109817.76,407145.67,12,19221.18,LO107,BR46,False
LOAN008285,CUST05558,Wedding,Secured,148917.71,6.51,36,4564.86,2020-02-11,2023-01-26,Monthly,Active,1,72184.75,152604.61,3,31274.32,LO149,BR27,True
LOAN008286,CUST08528,Vehicle,Secured,1100926.16,17.42,240,16500.94,2019-07-09,2039-03-26,Quarterly,Closed,122,505430.99,1043152.75,10,48116.95,LO144,BR18,False
LOAN008287,CUST09241,Travel,Secured,636421.82,8.11,12,55393.71,2019-05-11,2020-05-05,Monthly,Active,229,312778.63,409264.28,15,11424.69,LO111,BR14,False
LOAN008288,CUST09798,Medical,Unsecured,1332100.52,14.3,48,36602.4,2023-10-22,2027-10-01,Quarterly,Defaulted,102,1190302.61,2140962.94,4,23699.11,LO140,BR38,False
LOAN008289,CUST03046,Home,Unsecured,226980.92,8.38,60,4643.74,2023-03-13,2028-02-15,Bi-Annual,Active,13,147374.18,304281.01,6,41733.47,LO183,BR11,True
LOAN008290,CUST04683,Personal,Secured,104035.54,15.39,12,9409.23,2018-03-03,2019-02-26,Monthly,Active,167,25349.85,37308.55,9,8253.67,LO112,BR10,False
LOAN008291,CUST08221,Personal,Unsecured,35407.94,,36,1230.2,2020-09-05,2023-08-21,Monthly,Closed,146,20342.49,,,,LO127,BR13,False
LOAN008292,CUST06835,Education,Secured,723378.15,7.56,24,32571.46,2022-02-12,2024-02-02,Quarterly,Active,2,702079.87,230143.2,8,31487.09,LO165,BR16,False
LOAN008293,CUST00740,Wedding,Unsecured,337839.21,,84,5396.17,2018-06-17,2025-05-11,Monthly,Active,21,145130.74,,,,LO119,BR44,True
LOAN008294,CUST00027,Home,Secured,265943.28,17.57,60,6691.16,2024-02-23,2029-01-27,Monthly,Active,186,52218.21,164821.72,1,11274.66,LO197,BR43,True
LOAN008295,CUST02887,Education,Secured,130697.28,16.82,36,4648.01,2024-03-05,2027-02-18,Monthly,Active,104,53458.2,137266.5,3,13727.16,LO121,BR46,False
LOAN008296,CUST03593,Home,Unsecured,498714.71,11.0,84,8539.21,2024-02-21,2031-01-15,Monthly,Active,61,140529.5,16397.43,3,23655.73,LO121,BR27,False
LOAN008297,CUST07768,Personal,Unsecured,264978.39,9.33,84,4307.77,2023-10-18,2030-09-11,Bi-Annual,Active,57,177773.41,455240.92,11,17848.75,LO153,BR39,False
LOAN008298,CUST09628,Medical,Secured,288306.71,16.98,84,5888.45,2021-02-18,2028-01-13,Monthly,Closed,201,149949.76,228137.44,12,16772.68,LO119,BR32,True
LOAN008299,CUST09839,Education,Unsecured,62775.42,14.82,12,5660.67,2019-11-06,2020-10-31,Monthly,Defaulted,80,61037.05,2233.83,0,8539.0,LO178,BR38,True
LOAN008300,CUST00403,Personal,Unsecured,748295.0,10.4,60,16046.73,2020-08-07,2025-07-12,Monthly,Active,3,422710.84,108152.55,8,14399.91,LO198,BR45,False
LOAN008301,CUST09487,Home,Secured,223951.02,21.67,180,4212.23,2022-01-25,2036-11-07,Monthly,Closed,127,121298.99,361193.22,1,32020.42,LO125,BR35,False
LOAN008302,CUST03889,Home,Secured,224258.05,12.36,240,2525.79,2020-12-21,2040-09-07,Quarterly,Closed,224,46298.89,352220.31,14,14750.05,LO148,BR20,True
LOAN008303,CUST08078,Home,Unsecured,286758.0,17.14,12,26172.75,2018-02-05,2019-01-31,Monthly,Defaulted,29,102861.33,76033.71,3,9085.64,LO197,BR14,True
LOAN008304,CUST05778,Personal,Unsecured,467525.69,20.2,120,9097.28,2019-07-08,2029-05-16,Quarterly,Defaulted,32,323843.29,670446.5,7,11739.56,LO143,BR42,False
LOAN008305,CUST04870,Education,Secured,252032.4,21.28,36,9531.61,2018-10-11,2021-09-25,Monthly,Active,95,249461.06,274926.38,15,48044.67,LO165,BR11,True
LOAN008306,CUST07647,Home,Unsecured,363790.85,20.39,24,18584.81,2022-08-14,2024-08-03,Monthly,Closed,160,225343.89,551627.01,2,6992.91,LO170,BR43,True
LOAN008307,CUST08213,Personal,Secured,80636.42,15.68,36,2822.21,2024-06-14,2027-05-30,Bi-Annual,Active,231,79249.32,43366.74,19,28878.09,LO129,BR16,False
LOAN008308,CUST04887,Vehicle,Secured,240247.46,9.74,240,2277.21,2024-01-24,2043-10-11,Monthly,Active,58,46470.41,34332.24,6,6875.59,LO135,BR50,True
LOAN008309,CUST09105,Personal,Secured,313920.14,20.87,60,8469.65,2018-07-05,2023-06-09,Bi-Annual,Closed,56,234702.49,91873.96,3,26348.48,LO192,BR36,False
LOAN008310,CUST05671,Personal,Secured,215510.7,21.64,60,5908.14,2022-10-10,2027-09-14,Monthly,Active,173,96257.46,402729.63,9,4763.57,LO178,BR25,True
LOAN008311,CUST07686,Personal,Secured,772822.5,6.6,84,11513.43,2024-03-10,2031-02-02,Monthly,Active,98,54707.93,359423.59,13,42823.39,LO178,BR35,False
LOAN008312,CUST02369,Personal,Unsecured,182797.54,20.62,60,4906.29,2018-10-12,2023-09-16,Monthly,Closed,88,28825.26,348889.91,2,49813.18,LO149,BR12,False
LOAN008313,CUST06802,Medical,Unsecured,501788.94,20.24,48,15333.86,2020-07-20,2024-06-29,Monthly,Under Review,216,296559.01,479691.15,0,37674.07,LO106,BR20,False
LOAN008314,CUST04899,Home,Unsecured,248418.04,13.49,48,6725.01,2021-11-03,2025-10-13,Monthly,Active,83,58648.05,222727.99,2,9527.02,LO142,BR10,False
LOAN008315,CUST05483,Personal,Secured,435200.13,18.81,120,8070.02,2022-05-15,2032-03-23,Monthly,Under Review,143,34185.54,843312.41,4,14667.51,LO119,BR46,True
LOAN008316,CUST01583,Medical,Unsecured,658624.27,,24,33915.05,2020-04-15,2022-04-05,Quarterly,Active,78,292823.8,,,,LO104,BR36,False
LOAN008317,CUST01603,Personal,Unsecured,462533.57,11.29,60,10123.62,2022-04-23,2027-03-28,Quarterly,Closed,164,436915.1,658060.46,16,49670.44,LO192,BR18,False
LOAN008318,CUST09347,Education,Secured,121302.52,13.79,120,1868.13,2019-08-23,2029-07-01,Quarterly,Closed,85,79846.68,30056.24,2,6553.79,LO138,BR45,True
LOAN008319,CUST08402,Education,Unsecured,403971.85,8.67,24,18394.24,2019-08-09,2021-07-29,Monthly,Active,214,314789.24,702474.12,14,16829.34,LO169,BR37,True
LOAN008320,CUST00549,Vehicle,Secured,468709.79,11.03,12,41431.91,2021-01-12,2022-01-07,Monthly,Active,117,220738.44,39626.74,16,2714.9,LO169,BR45,False
LOAN008321,CUST05622,Business,Secured,276260.05,20.2,240,4736.58,2021-03-22,2040-12-07,Monthly,Under Review,2,76808.35,425821.51,4,9702.66,LO118,BR37,False
LOAN008322,CUST00988,Medical,Secured,238090.36,,120,3052.23,2022-11-08,2032-09-16,Monthly,Active,125,76223.18,,,,LO140,BR13,True
LOAN008323,CUST02320,Personal,Unsecured,572021.18,,48,17743.81,2020-01-23,2024-01-02,Bi-Annual,Active,175,414399.43,,,,LO118,BR26,False
LOAN008324,CUST03987,Medical,Secured,148069.07,15.16,48,4132.89,2022-10-23,2026-10-02,Monthly,Closed,9,131059.51,253031.22,11,37455.43,LO148,BR27,False
LOAN008325,CUST01240,Education,Unsecured,180315.26,17.41,36,6465.58,2021-09-28,2024-09-12,Monthly,Closed,30,139965.47,265612.99,4,5349.98,LO186,BR10,False
LOAN008326,CUST08212,Personal,Unsecured,342629.91,12.59,84,6156.99,2022-01-30,2028-12-24,Monthly,Defaulted,177,17382.18,656672.13,6,11968.62,LO159,BR48,True
LOAN008327,CUST03932,Business,Secured,468641.81,10.13,240,4562.93,2022-08-13,2042-04-30,Monthly,Active,152,313155.23,799657.68,4,47124.23,LO187,BR48,False
LOAN008328,CUST07317,Travel,Unsecured,212921.93,13.98,180,2832.71,2019-05-14,2034-02-24,Monthly,Active,148,8526.6,177073.03,16,701.24,LO176,BR47,False
LOAN008329,CUST05783,Business,Secured,808421.14,11.23,12,71536.36,2022-02-03,2023-01-29,Bi-Annual,Closed,96,436854.06,605687.32,1,24865.18,LO109,BR41,True
LOAN008330,CUST01396,Medical,Secured,18083.23,14.56,48,499.25,2023-07-05,2027-06-14,Bi-Annual,Active,176,14101.43,27566.89,15,6955.05,LO194,BR32,True
LOAN008331,CUST05503,Medical,Secured,174539.16,8.06,48,4265.93,2023-01-20,2026-12-30,Quarterly,Active,10,49234.03,101663.79,3,9536.96,LO124,BR38,True
LOAN008332,CUST06984,Education,Unsecured,180706.26,20.72,60,4860.29,2019-06-10,2024-05-14,Monthly,Defaulted,198,112096.03,131806.5,2,32391.72,LO164,BR13,False
LOAN008333,CUST05231,Education,Secured,265583.4,10.75,180,2977.05,2020-07-27,2035-05-10,Monthly,Active,213,128669.06,449067.86,18,41341.83,LO164,BR37,True
